and_A,and_B,label,sentence1,sentence2
,,0,dave has visited slobozia and raul has visited slobozia,raul didn t visit giurgiu
,,0,jaime created a glamorous work of art and jaime created an aggressive work of art,jaime didn t create a fancy work of art
,,0,darrell burned jon s house and darrell felt a strange,darrell didn t hide a smile
,,0,albert created a flabby work of art and albert created an embarrassed work of art,julia didn t create a flabby work of art
,,0,debbie has traveled to dej and gene has traveled to dej,adrian didn t travel to dej
Lucille is easy,Gary is shy,1,Lucille is easy and Gary is shy, Gary is not shy
,,1,Antonio is eager or Vanessa is zealous, Antonio is not eager and Vanessa is not zealous
Patrick is polite,Charlie is better,0,Patrick is polite and Charlie is better, Patrick is not better
,,1,Brandon is happy or Marlene is nice, Brandon is not happy and Marlene is not nice
,,0,Christopher is long or Mamie is bald, Mamie is not bald
,,1,misty has visited bucharest and misty has visited blaj,misty didn t visit bucharest
,,1,marsha will pay her or marsha will come at noon,marsha will not pay her and marsha wil not come at noon
,,1,lynda created a nervous work of art and lynda created a mealy work of art,lynda didn t create a nervous work of art
,,1,portugal got to the quarter finals last year or panama got to the quarter finals last year,portugal didn t get to the quarter finals last year and panama didn t get to the quarter finals last year
,,0,greg s painting is nervous or greg s painting is tender,greg s painting isn t nervous
,,1,Maria is quaint or Irene is repulsive, neither Maria is quaint nor Irene is repulsive
,,1,inez left me and inez built a computer,inez didn t leave me
,,0,morocco got to the quarter finals last year or colombia got to the quarter finals last year,neither morocco nor senegal got to the quarter finals last year
Alma is witty,Brandon is wrong,0,Alma is witty and Brandon is wrong, Alma is not wrong
,,1,shane s painting is kind or shane s painting is gentle,shane s painting is neither kind nor gentle
,,0,Danielle saw a girl driving in Hunedoara,Danielle didn't saw a girl driving Bill's bicycle
,,1,calvin wrote me an email and calvin threw everything out the window,calvin didn t throw everything out the window
,,1,eugene created a mushy work of art and eugene created a long work of art,eugene didn t create a mushy work of art
,,1,Francis is eager or Gabriel is pitiful, Francis is not eager and Gabriel is not pitiful
Lorraine is witty,Andre is victorious,0,Lorraine is witty and Andre is victorious, Louise is not uninterested
,,1,Nora is embarrassed or Courtney is silly, neither Nora is embarrassed nor Courtney is silly
,,1,tanya burned some calories and tanya spoke to me,tanya didn t speak to me
,,1,matthew fell in love with fred and matthew read the book about spiders,matthew didn t read the book about spiders
,,0,"Blanche, who is a cashier, bought a japanese novel","Blanche, who is a butcher, didn't buy a japanese novel"
,,0,edith s painting is panicky or edith s painting is jealous,edith s painting isn t panicky
,,1,gwendolyn will meet her or gwendolyn will choose this way of life,gwendolyn will not meet her and gwendolyn wil not choose this way of life
,,1,erika has traveled to arad and erika has traveled to baia mare,erika didn t travel to baia mare
Stanley is kind,Ray is obedient,0,Stanley is kind and Ray is obedient, Dave is not clever
,,1,"Chris, who is a musician, bought a cup of coffee",Chris isn't a musician
,,1,pearl has visited bucharest or pearl has visited oradea,pearl didn t visit bucharest and pearl didn t visit oradea
,,0,marc drove awayto the bus stop and marc kept gerald s secret from me,marc didn t read the book about spiders
,,0,Herbert is faithful or Victor is nice, Herbert is not faithful
,,1,guy s painting is delightful or guy s painting is jolly,guy s painting isn t delightful and guy s painting isn t jolly
,,1,molly has visited hunedoara and todd has visited hunedoara,molly didn t visit hunedoara
,,0,Constance saw a girl driving in Tulcea,Constance didn't saw a girl driving Derrick's car
,,0,georgia s painting is clever or georgia s painting is powerful,jane s painting is neither clever nor powerful
,,0,"Leon, who is a pilot, bought the new Tesla Roadster","Leon, who is a vet, didn't buy the new Tesla Roadster"
,,0,marsha s painting is silly or marsha s painting is angry,marsha s painting isn t silly
,,0,kent woke up and kent forgave kristin,ross didn t wake up
,,0,"Lula, who is a painter, bought a Chilean wine","Lula, who is a chef, didn't buy a Chilean wine"
,,0,harold slept for eight hours and harold paid me,harold didn t buy a salmon car
,,0,Joann saw a boy running from Lindsey's car,Joann didn't saw a boy running from a special recently built bus
,,0,Dana is jealous or Betty is plump, Dana is not jealous or Betty is not plump
,,1,gina will swim out toward the blue boat or gina will win the soccer match,gina will neither swim out toward the blue boat nor win the soccer match
,,1,sherri went to slobozia or sherri went to tulcea,sherri didn t go to slobozia and sherri didn t go to tulcea
,,1,grace created a panicky work of art and grace created an ambitious work of art,grace didn t create a panicky work of art
,,0,Brad is wonderful or Nancy is angry, Nancy is not angry
,,1,portugal won the last world cup or morocco won the last world cup,portugal didn t win the last world cup and morocco didn t win the last world cup
,,0,dawn s painting is jealous or dawn s painting is angry,casey s painting is neither jealous nor angry
,,0,jimmy will fall off or jimmy will leave me waiting,marian will neither fall off nor leave me waiting
,,0,"Jessie, who is a nurse, bought a cup of coffee","Jessie, who is a builder, didn't buy a cup of coffee"
,,0,raul went to reghin or raul went to timisoara,raul didn t go to reghin
,,0,cindy has traveled to reghin or cindy has traveled to slatina,cindy didn t travel to slatina
,,0,marc went to cluj napoca and marc went to deva,kristen didn t go to deva
,,1,glenda has visited vaslui or glenda has visited tulcea,glenda visited neither vaslui nor tulcea
,,0,sherry will say funny things or sherry will hold him close,wilma will neither say funny things nor hold him close
,,1,ronnie created a kind work of art and ronnie created a bald work of art,ronnie didn t create a kind work of art
,,1,croatia won the last world cup or nigeria won the last world cup,croatia didn t win the last world cup and nigeria didn t win the last world cup
,,0,susan created an icy work of art and susan created an orange work of art,milton didn t create an orange work of art
,,0,betty has visited lugoj or betty has visited arad,betty visited neither craiova nor arad
,,1,Paul is gorgeous or Ruth is brave, Paul is not gorgeous and Ruth is not brave
,,0,megan s painting is repulsive or megan s painting is shapely,megan s painting isn t shapely
,,0,"Wallace, who is a lawyer, saw the city mayor","Wallace, Mario's father, didn't saw the city mayor"
,,0,Virginia is wonderful or Tracy is elegant, Virginia is not wonderful or Tracy is not elegant
,,1,juana will make tea or juana will bet on the blue car,juana will not make tea and juana wil not bet on the blue car
,,0,"Lee, who is a dentist, visit Jo","Lee, who is a scientist, didn't visit Jo"
,,1,ryan s painting is nice or ryan s painting is odd,ryan s painting is neither nice nor odd
,,1,korea republic got to the quarter finals last year or sweden got to the quarter finals last year,neither korea republic nor sweden got to the quarter finals last year
Vanessa is gentle,Mildred is thankful,1,Vanessa is gentle and Mildred is thankful, Vanessa is not gentle
Dan is faithful,Christine is hallowed,0,Dan is faithful and Christine is hallowed, Dan is not hallowed
,,0,australia is in the geopolitical position of argentina or japan is in the geopolitical position of argentina,neither korea republic nor australia are in the geopolitical position of argentina
,,1,peggy created a nervous work of art and peggy created a lazy work of art,peggy didn t create a nervous work of art
,,1,kristi s painting is rich or kristi s painting is orange,kristi s painting is neither rich nor orange
Jose is eager,Tony is aggressive,0,Jose is eager and Tony is aggressive, Lorraine is not important
,,0,helen created a wonderful work of art and helen created a faithful work of art,shirley didn t create a wonderful work of art
Betty is aggressive,Bobby is clever,0,Betty is aggressive and Bobby is clever, Betty is not clever
,,0,irene went to slobozia and isaac went to slobozia,irene didn t go to bucharest
,,1,agnes has traveled to dej and agnes has traveled to reghin,agnes didn t travel to dej
,,1,"Billy, who is a secretary, saw the new Marvel movie from the Russo Brothers",Billy isn't a secretary
,,1,david will dream of running in slatina or david will lose the green car in tulcea,david will neither dream of running in slatina nor lose the green car in tulcea
,,0,wanda went to reghin or wanda went to cluj napoca,wanda didn t go to cluj napoca
,,1,dean s painting is bald or dean s painting is repulsive,dean s painting isn t bald and dean s painting isn t repulsive
,,1,Brenda is wonderful or Christy is uptight, Brenda is not wonderful and Christy is not uptight
Janie is brave,Harriet is happy,1,Janie is brave and Harriet is happy, Janie is not brave
,,1,roberta created an important work of art and roberta created an aggressive work of art,roberta didn t create an important work of art
,,1,katie s painting is flabby or katie s painting is calm,katie s painting isn t flabby and katie s painting isn t calm
,,0,Donald is proud or Dwayne is polite, Donald is not proud or Dwayne is not polite
,,1,eduardo will swim out toward the purple boat or eduardo will beat shirley out of dollars,eduardo will neither swim out toward the purple boat nor beat shirley out of dollars
,,1,claudia sold me a ashy car and claudia lent me some money,claudia didn t lend me some money
,,0,russia got to the quarter finals last year or england got to the quarter finals last year,neither russia nor france got to the quarter finals last year
,,1,erin will sell terry s bicycle or erin will cut a tree,erin will neither sell terry s bicycle nor cut a tree
,,0,miguel has visited giurgiu and miguel has visited lugoj,miguel didn t visit baia mare
,,1,anne s painting is witty or anne s painting is defeated,anne s painting isn t witty and anne s painting isn t defeated
,,0,marsha has visited reghin or marsha has visited mangalia,marsha didn t visit reghin
,,0,"Edward, who is a engineer, bought a cup of coffee","Edward, who is a cleaner, didn't buy a cup of coffee"
,,0,willard will sell violet s bicycle or willard will lead me to frank s house,harold will neither sell violet s bicycle nor lead me to frank s house
,,1,Ricky saw Kathy driving in Timisoara,Ricky didn't saw Kathy driving
,,1,alice has traveled to giurgiu and alice has traveled to craiova,alice didn t travel to craiova
,,1,"Julia, who is a accountant, saw the accident",Julia didn't saw the accident
Annette is jolly,Margarita is unimportant,0,Annette is jolly and Margarita is unimportant, Margarita is not jolly
,,1,christian has traveled to bucharest or christian has traveled to slatina,christian didn t travel to bucharest and christian didn t travel to slatina
,,0,lance has visited mangalia and lance has visited blaj,allison didn t visit mangalia
,,0,annette created a gentle work of art and annette created a nervous work of art,ken didn t create a gentle work of art
,,0,marvin created a salmon work of art and marvin created a wrong work of art,jorge didn t create a salmon work of art
,,0,Edgar is thankful or Minnie is panicky, Minnie is not panicky
,,1,jackie will blow me off or jackie will fly to mangalia,jackie will not blow me off and jackie wil not fly to mangalia
Arnold is calm,Misty is agreeable,0,Arnold is calm and Misty is agreeable, Larry is not poor
,,1,Diana is brave or Clara is stocky, neither Diana is brave nor Clara is stocky
,,1,Candace is beautiful or Opal is scary, Candace is not beautiful and Opal is not scary
,,0,flora hit him and flora wrote me about irene,kent didn t hit him
Leon is proud,Christian is gifted,0,Leon is proud and Christian is gifted, Leon is not gifted
,,0,alice created an icy work of art and alice created a nice work of art,allen didn t create an icy work of art
,,1,korea republic got to the quarter finals last year or switzerland got to the quarter finals last year,korea republic didn t get to the quarter finals last year and switzerland didn t get to the quarter finals last year
,,0,agnes went to mangalia and willie went to mangalia,isabel didn t go to mangalia
,,1,leon went to lugoj and leon went to mangalia,leon didn t go to mangalia
,,1,mamie s painting is nervous or mamie s painting is plump,mamie s painting isn t nervous and mamie s painting isn t plump
Charlene is jolly,Jaime is zealous,0,Charlene is jolly and Jaime is zealous, Thomas is not shy
,,0,todd will dig a hole in raymond s backyard or todd will draw ahead of the other runners,todd will not draw ahead of the other runners
,,0,dorothy will take the black shirt out of the washer or dorothy will think i was helping willie,dorothy will neither swim out toward the white boat nor think i was helping willie
,,0,danny created a shapely work of art and danny created an easy work of art,danny didn t create a hallowed work of art
,,1,"Esther, who is a hairdresser, saw the city mayor",Esther didn't saw the city mayor
,,0,portugal is in the geopolitical position of nigeria or uruguay is in the geopolitical position of nigeria,uruguay isn t in the geopolitical position of nigeria
,,0,chris kept ramon s secret from me and chris thought i was living in giurgiu,chris didn t fall off
Ramon is gentle,Ellen is faithful,0,Ramon is gentle and Ellen is faithful, Nicholas is not famous
,,0,Geneva is embarrassed or Marion is kind, Geneva is not embarrassed or Marion is not kind
,,0,ruben s painting is muscular or ruben s painting is calm,ruben s painting isn t calm
,,0,manuel went to johnny s house and manuel blew me off,betty didn t blow me off
,,1,pearl will come at noon or pearl will feel threatened,pearl will not come at noon and pearl wil not feel threatened
,,1,rachel s painting is salmon or rachel s painting is drab,rachel s painting isn t salmon and rachel s painting isn t drab
,,1,danny has visited hunedoara and dana has visited hunedoara,danny didn t visit hunedoara
,,0,hattie will let me drive gladys s lemon car or hattie will burn some calories,hattie will not let me drive gladys s lemon car
,,1,iceland won the last world cup or peru won the last world cup,neither iceland nor peru won the last world cup
,,1,ashley s painting is thoughtless or ashley s painting is lemon,ashley s painting isn t thoughtless and ashley s painting isn t lemon
,,1,lindsey will freeze my account or lindsey will come at night,lindsey will not freeze my account and lindsey wil not come at night
,,1,Morris is jolly or Dave is pitiful, neither Morris is jolly nor Dave is pitiful
,,1,Terry saw a girl driving an electric gray bicycle,Terry didn't saw a girl driving
,,1,ryan has visited cluj napoca and ryan has visited turda,ryan didn t visit turda
,,1,Velma is bewildered or Pamela is brave, neither Velma is bewildered nor Pamela is brave
Juanita is shy,Marvin is famous,1,Juanita is shy and Marvin is famous, Marvin is not famous
,,1,nellie blew it when he didn t invest in amazon and nellie got me lying,nellie didn t get me lying
,,1,fernando s painting is chubby or fernando s painting is attractive,fernando s painting is neither chubby nor attractive
,,0,jason has visited bucharest or jason has visited turda,jason visited neither cluj napoca nor turda
,,1,vincent will fight jonathan or vincent will leave barcelona for cluj napoca,vincent will neither fight jonathan nor leave barcelona for cluj napoca
,,0,"Ron, who is a photographer, bought a Macbook","Ron, Vivian's father, didn't buy a Macbook"
,,0,elsie created a delightful work of art and elsie created a black work of art,jordan didn t create a delightful work of art
Carlos is alive,Stephanie is powerful,1,Carlos is alive and Stephanie is powerful, Stephanie is not powerful
,,1,angel will win the game or angel will burn marie s house,angel will neither win the game nor burn marie s house
,,0,debra woke up and debra wore a salmon jacket,ramon didn t wake up
,,0,sergio went to bucharest or sergio went to cluj napoca,sergio went to neither deva nor cluj napoca
,,1,Victor is stocky or Dorothy is lively, neither Victor is stocky nor Dorothy is lively
,,0,Rose is plain or Ernest is ambitious, Rose is not plain or Ernest is not ambitious
,,0,morocco won the last world cup or portugal won the last world cup,neither brazil nor morocco won the last world cup
,,0,brittany created a chubby work of art and brittany created a wrong work of art,brittany didn t create a better work of art
,,1,Janie is nervous or Ken is embarrassed, Janie is not nervous and Ken is not embarrassed
,,1,danny s painting is alive or danny s painting is calm,danny s painting isn t alive and danny s painting isn t calm
Rafael is polite,Dave is obedient,0,Rafael is polite and Dave is obedient, Tamara is mushy
,,1,beverly said funny things and beverly blew it,beverly didn t blow it
,,1,iceland got to the quarter finals last year or iran got to the quarter finals last year,iceland didn t get to the quarter finals last year and iran didn t get to the quarter finals last year
,,0,ramon s painting is calm or ramon s painting is uninterested,ramon s painting is neither odd nor uninterested
,,0,"Marc, who is a cashier, bought the new Marvel movie from the Russo Brothers","Marc, who is a scientist, didn't buy the new Marvel movie from the Russo Brothers"
,,0,"Arnold, who is a chef, bought a Macbook","Arnold, who is a receptionist, didn't buy a Macbook"
,,0,Mike saw a boy running from Louise's car,Mike didn't saw a boy running from a gray bus
,,1,Gabriel is attractive or Marcus is stocky, Gabriel is not attractive and Marcus is not stocky
,,1,alan went to slobozia and reginald went to slobozia,alan didn t go to slobozia
,,1,Cheryl is defeated or Maria is chubby, Cheryl is not defeated and Maria is not chubby
,,1,naomi ran from barcelona to tulcea and naomi read the news,naomi didn t read the news
,,0,alberto has traveled to slatina or alberto has traveled to lugoj,alberto traveled to neither slatina nor mangalia
,,1,dawn has traveled to arad and claude has traveled to arad,claude didn t travel to arad
Deanna is proud,Valerie is delightful,0,Deanna is proud and Valerie is delightful, Lena is not shy
,,1,clyde laid his hands on him and clyde kept claude s secret from me,clyde didn t lay his hands on him
,,1,ray s painting is calm or ray s painting is magnificent,ray s painting isn t calm and ray s painting isn t magnificent
,,1,chris s painting is shy or chris s painting is brave,chris s painting is neither shy nor brave
,,0,"Vera, who is a vet, bought the new Marvel movie from the Russo Brothers","Vera, who is a baker, didn't buy the new Marvel movie from the Russo Brothers"
,,1,matthew drank an orange juice and matthew knew about us,matthew didn t know about us
,,1,louis has traveled to blaj and louis has traveled to tulcea,louis didn t travel to blaj
Shawn is victorious,Alan is ambitious,0,Shawn is victorious and Alan is ambitious, Robin is not important
,,1,georgia created an ugly work of art and georgia created a repulsive work of art,georgia didn t create an ugly work of art
,,1,laura burned the flag and laura brought me out of patricia s house,laura didn t bring me out of patricia s house
,,1,serbia is in the geopolitical position of iceland or belgium is in the geopolitical position of iceland,serbia isn t in the geopolitical position of iceland and belgium isn t in the geopolitical position of iceland
,,1,ross will get me lying or ross will eat an apple,ross will not get me lying and ross wil not eat an apple
,,1,victoria has visited giurgiu and victoria has visited deva,victoria didn t visit deva
,,0,anna s painting is fierce or anna s painting is magnificent,anna s painting isn t fierce
,,1,deanna beat him and deanna hurt him,deanna didn t hurt him
,,1,danny has traveled to slobozia and mathew has traveled to slobozia,mathew didn t travel to slobozia
,,1,katherine went to slatina and katherine went to deva,katherine didn t go to slatina
,,0,poland won the last world cup or denmark won the last world cup,poland didn t win the last world cup
,,0,marsha has traveled to timisoara or marsha has traveled to slatina,marsha traveled to neither timisoara nor dej
,,0,kevin will find her or kevin will hang up on me,kevin will not find her
,,1,megan s painting is polite or megan s painting is pitiful,megan s painting isn t polite and megan s painting isn t pitiful
,,1,harvey will hear joe or harvey will grow up in jail,harvey will not hear joe and harvey wil not grow up in jail
,,0,victoria went to slatina or victoria went to mangalia,victoria went to neither oradea nor mangalia
,,1,leslie s painting is nice or leslie s painting is proud,leslie s painting isn t nice and leslie s painting isn t proud
,,0,jerry has traveled to reghin or jerry has traveled to blaj,jerry didn t travel to reghin
,,1,gordon s painting is witty or gordon s painting is ashy,gordon s painting is neither witty nor ashy
,,0,andrea went to bucharest or andrea went to slatina,viola went to neither bucharest nor slatina
,,0,jill went to reghin or jill went to baia mare,jill didn t go to reghin
,,0,"Jimmie, who is a tailor, visit Julian","Jimmie, who is a cop, didn't visit Julian"
,,0,Fred is shapely or Lloyd is bewildered, Fred is not shapely or Lloyd is not bewildered
,,1,Carl is glamorous or Holly is short, Carl is not glamorous and Holly is not short
,,0,fernando will blow me off or fernando will meet me,fernando will not meet me
,,0,tanya s painting is itchy or tanya s painting is ambitious,tanya s painting isn t ambitious
,,1,claire created a brave work of art and claire created an embarrassed work of art,claire didn t create a brave work of art
,,1,juan s painting is gentle or juan s painting is elegant,juan s painting is neither gentle nor elegant
,,1,andy has visited oradea or andy has visited reghin,andy didn t visit oradea and andy didn t visit reghin
,,0,elmer has visited cluj napoca and elmer has visited bucharest,elmer didn t visit mangalia
,,1,"Mark, who is a hairdresser, visit Corey",Mark didn't visit Corey
Travis is witty,Daryl is rich,0,Travis is witty and Daryl is rich, Daryl is not witty
,,1,costa rica is in the geopolitical position of mexico or peru is in the geopolitical position of mexico,costa rica isn t in the geopolitical position of mexico and peru isn t in the geopolitical position of mexico
,,0,seth s painting is black or seth s painting is lively,seth s painting is neither obnoxious nor lively
Stanley is gentle,Roger is delightful,0,Stanley is gentle and Roger is delightful, Misty is not odd
,,1,lori created a delightful work of art and lori created a scary work of art,lori didn t create a delightful work of art
,,0,esther went to oradea and nancy went to oradea,ben didn t go to oradea
Glenda is thankful,Pauline is eager,0,Glenda is thankful and Pauline is eager, Suzanne is uninterested
Billy is clever,Jeff is alive,1,Billy is clever and Jeff is alive, Jeff is not alive
,,0,alberto created a bewildered work of art and alberto created a fit work of art,kirk didn t create a fit work of art
,,0,nicholas will lay down or nicholas will think stacy was going to die,nicholas will not lay down
,,0,craig ran from me and craig held me back,marjorie didn t ring from me
,,1,Jamie saw Annie running from a red car,Jamie didn't saw Annie running
,,0,Jean is obedient or Lena is uptight, Jean is not obedient or Lena is not uptight
,,0,brandon forgave eduardo and brandon brought me out of nina s house,mabel didn t bring me out of nina s house
,,1,debra brought me out of vicki s house and debra left me waiting,debra didn t bring me out of vicki s house
,,1,"Norman, who is a secretary, saw a blue plane",Norman didn't saw a blue plane
,,1,jacqueline dug a hole in the garden and jacqueline began crying,jacqueline didn t dig a hole in the garden
,,1,rodney created a mysterious work of art and rodney created a lemon work of art,rodney didn t create a mysterious work of art
,,1,karen s painting is dazzling or karen s painting is alive,karen s painting is neither dazzling nor alive
,,0,karen s painting is ashy or karen s painting is panicky,karen s painting is neither clever nor panicky
,,1,dwight will see me or dwight will wear a icy jacket,dwight will neither see me nor wear a icy jacket
,,1,jose went to hunedoara and ruby went to hunedoara,ruby didn t go to hunedoara
,,1,alberta s painting is unkempt or alberta s painting is shapely,alberta s painting is neither unkempt nor shapely
,,1,william came at night and william bought a blue bicycle,william didn t come at night
,,1,Kristen saw Bessie running from a gray bus,Kristen didn't saw Bessie running
,,1,bobby has traveled to deva and bobby has traveled to lugoj,bobby didn t travel to deva
,,1,Carolyn is stocky or Julia is dazzling, Carolyn is not stocky and Julia is not dazzling
,,1,frances created a wrong work of art and frances created a green work of art,frances didn t create a wrong work of art
,,1,anthony held me back and anthony lent me some money a month before,anthony didn t lend me some money a month before
,,1,cassandra s painting is tender or cassandra s painting is muscular,cassandra s painting is neither tender nor muscular
,,0,vera created a polite work of art and vera created a black work of art,cathy didn t create a polite work of art
Marion is easy,Sue is better,1,Marion is easy and Sue is better, Sue is not better
,,0,dora will forgive me or dora will sleep for eight hours,dora will not sleep for eight hours
,,1,Phyllis is clumsy or Cory is angry, Phyllis is not clumsy and Cory is not angry
,,1,raymond s painting is ambitious or raymond s painting is tender,raymond s painting isn t ambitious and raymond s painting isn t tender
,,0,nigeria is in the geopolitical position of spain or mexico is in the geopolitical position of spain,neither nigeria nor senegal are in the geopolitical position of spain
,,0,Darlene is delightful or Marion is long, Darlene is not delightful
,,0,ryan has traveled to slatina and ryan has traveled to arad,ryan didn t travel to mangalia
,,1,mathew went to baia mare and mathew went to bucharest,mathew didn t go to bucharest
,,0,erik was a fan of christy s work and erik fell to the floor,erik didn t forgive gordon
,,1,Felicia is glamorous or Nora is angry, neither Felicia is glamorous nor Nora is angry
,,0,valerie has traveled to lugoj or valerie has traveled to slobozia,valerie traveled to neither lugoj nor dej
,,1,wanda s painting is grumpy or wanda s painting is white,wanda s painting is neither grumpy nor white
,,1,clinton created a brave work of art and clinton created a lazy work of art,clinton didn t create a brave work of art
,,1,todd will take a summer job or todd will cut my hair,todd will not take a summer job and todd wil not cut my hair
,,1,"Ricardo, who is a cleaner, visit Marlene",Ricardo didn't visit Marlene
,,1,frank built an altar for evelyn and frank chose this way of life,frank didn t choose this way of life
Joel is brave,Gina is delightful,0,Joel is brave and Gina is delightful, Brett is not alive
Anita is aggressive,Jackie is calm,1,Anita is aggressive and Jackie is calm, Anita is not aggressive
,,1,steven will meet cathy or steven will eat a pizza,steven will neither meet cathy nor eat a pizza
,,1,lori flew to vaslui and lori got me lying,lori didn t fly to vaslui
,,0,Rodney saw a girl driving a lemon bicycle,Rodney didn't saw a girl driving Raul's new Tesla Roadster
David is silly,Kathleen is jolly,0,David is silly and Kathleen is jolly, Angela is not easy
,,1,bill created an angry work of art and bill created a clumsy work of art,bill didn t create an angry work of art
,,0,joseph created a yellow work of art and joseph created an icy work of art,joseph didn t create a calm work of art
Leonard is happy,Gordon is delightful,1,Leonard is happy and Gordon is delightful, Leonard is not happy
,,1,cora will blow me off or cora will fly to bucharest,cora will neither blow me off nor fly to bucharest
,,1,marcus created a stocky work of art and marcus created an orange work of art,marcus didn t create a stocky work of art
,,0,fred beat him and fred rode the buffalo,geneva didn t ride the buffalo
,,0,lori will begin screaming or lori will let this happen,lori will not begin screaming
,,1,sylvia will see her or sylvia will win the soccer match,sylvia will not see her and sylvia wil not win the soccer match
Valerie is ambitious,Anthony is hallowed,0,Valerie is ambitious and Anthony is hallowed, Anthony is not ambitious
,,1,julio will make tea or julio will give phyllis a black bicycle,julio will not make tea and julio wil not give phyllis a black bicycle
,,1,"Nathaniel, who is a dentist, bought a Chilean wine",Nathaniel didn't buy a Chilean wine
,,0,allison showed gladys s old photos and allison blew me off,allison didn t send me a note
,,1,Max saw Jimmy driving an electric blue bicycle,Max didn't saw Jimmy driving
Eugene is agreeable,Gene is faithful,1,Eugene is agreeable and Gene is faithful, Eugene is not agreeable
,,0,michelle created an attractive work of art and michelle created an ugly work of art,michelle didn t create a kind work of art
Ruth is hallowed,Wilma is easy,1,Ruth is hallowed and Wilma is easy, Wilma is not easy
,,0,Theodore is short or Barbara is fierce, Theodore is not short or Barbara is not fierce
,,0,jaime has visited reghin or jaime has visited lugoj,jaime didn t visit reghin
,,1,vivian will grow up or vivian will make tea,vivian will not grow up and vivian wil not make tea
,,0,wallace forgot about hugh s past and wallace burned some calories,glen didn t forget about hugh s past
,,0,monique will sing a pop song or monique will lose troy s red car,monique will not lose troy s red car
,,1,micheal s painting is blue or micheal s painting is defeated,micheal s painting isn t blue and micheal s painting isn t defeated
,,1,Jordan saw a girl driving a yellow car,Jordan didn't saw a girl driving
Misty is happy,Billy is agreeable,0,Misty is happy and Billy is agreeable, Stephanie is not odd
,,1,harry has traveled to slobozia and kevin has traveled to slobozia,harry didn t travel to slobozia
,,1,olga dreamed of the being a pilot and olga went to gina s house,olga didn t go to gina s house
,,0,michael created a hallowed work of art and michael created an angry work of art,tonya didn t create an angry work of art
,,0,judy created a short work of art and judy created a mango work of art,robert didn t create a short work of art
,,0,dora spoke to me and dora broke the rules,aaron didn t break the rules
,,1,stella s painting is silly or stella s painting is brave,stella s painting is neither silly nor brave
,,0,croatia is in the geopolitical position of morocco or denmark is in the geopolitical position of morocco,croatia isn t in the geopolitical position of morocco
Gladys is calm,Maurice is nice,1,Gladys is calm and Maurice is nice, Gladys is not calm
,,1,maureen read the news and maureen ate breakfast,maureen didn t eat breakfast
,,1,"Christian, who is a fireman, visit Brandon",Christian isn't a fireman
,,0,warren created a drab work of art and warren created a gorgeous work of art,lindsey didn t create a drab work of art
,,1,jane flew to deva and jane ran from barcelona to hunedoara,jane didn t fly to deva
,,1,"Karl, who is a flight attendant, bought a cup of coffee",Karl didn't buy a cup of coffee
,,0,chris went to turda or chris went to cluj napoca,chris went to neither baia mare nor cluj napoca
,,1,marlene s painting is drab or marlene s painting is fancy,marlene s painting isn t drab and marlene s painting isn t fancy
,,0,enrique went to bucharest or enrique went to deva,enrique went to neither blaj nor deva
,,0,Ada is stocky or Jane is faithful, Ada is not stocky or Jane is not faithful
,,1,leonard will lay his hands on her or leonard will come at midnight,leonard will neither lay his hands on her nor come at midnight
,,1,Jeffrey is stocky or Julia is muscular, Jeffrey is not stocky and Julia is not muscular
,,0,georgia created a mysterious work of art and georgia created a purple work of art,georgia didn t create a clean work of art
Marlene is kind,Tanya is rich,0,Marlene is kind and Tanya is rich, Tanya is not kind
,,1,lauren created an unkempt work of art and lauren created a scary work of art,lauren didn t create an unkempt work of art
,,0,jill slept the night and jill understood what kelly comment about deva,dawn didn t sleep the night
,,0,Margie saw Bradley driving a icy bicycle,Margie didn't saw Bradley driving in Slatina
Jennie is faithful,Maurice is silly,0,Jennie is faithful and Maurice is silly, Timothy is not odd
,,1,erik led me to judy s house and erik sang a pop song,erik didn t sing a pop song
,,1,lance will see carla or lance will think i was living in oradea,lance will not see carla and lance wil not think i was living in oradea
,,1,roberta will understand what i said or roberta will break the record,roberta will not understand what i said and roberta wil not break the record
,,0,judith s painting is fancy or judith s painting is obnoxious,judith s painting isn t fancy
,,0,dwight created a blue work of art and dwight created a lively work of art,dwight didn t create a grumpy work of art
Shane is lively,Terri is kind,0,Shane is lively and Terri is kind, Beverly is gifted
,,1,egypt won the last world cup or australia won the last world cup,neither egypt nor australia won the last world cup
Violet is gifted,Curtis is famous,1,Violet is gifted and Curtis is famous, Curtis is not famous
Beverly is jolly,Roland is wonderful,1,Beverly is jolly and Roland is wonderful, Beverly is not jolly
,,1,hector said funny things and hector fell off,hector didn t fall off
,,1,amber will go to nina s house or amber will write me about sarah,amber will not go to nina s house and amber wil not write me about sarah
,,0,Andrew is proud or Mathew is kind, Mathew is not kind
,,0,colombia got to the quarter finals last year or morocco got to the quarter finals last year,morocco didn t get to the quarter finals last year
,,1,kenneth kept saying this was crazy and kenneth showed paul s old photos,kenneth didn t show paul s old photos
,,1,craig s painting is polite or craig s painting is green,craig s painting is neither polite nor green
,,0,barbara grew up and barbara began screaming,alberto didn t begin screaming
,,1,lydia will blow it or lydia will ring into antoinette,lydia will not blow it and lydia wil not ring into antoinette
,,0,erika went to reghin or erika went to dej,erika didn t go to reghin
,,1,Amanda is jolly or Elmer is magnificent, neither Amanda is jolly nor Elmer is magnificent
