and_A,and_B,label,sentence1,sentence2
,,0,pedro created an itchy work of art and pedro created a delightful work of art,guadalupe didn t create a delightful work of art
Eileen is helpful,Alberta is mealy,1,Eileen is helpful and Alberta is mealy, Alberta is not mealy
,,0,yvonne went to bucharest and violet went to bucharest,morris didn t go to bucharest
Lola is important,Randy is famous,1,Lola is important and Randy is famous, Randy is not famous
,,1,julia has visited slatina and kathryn has visited slatina,kathryn didn t visit slatina
,,1,"Thomas, who is a fireman, bought a pizza",Thomas didn't buy a pizza
,,0,june created a helpful work of art and june created an important work of art,june didn t create an attractive work of art
,,0,cody created an obedient work of art and cody created a jolly work of art,cindy didn t create an obedient work of art
Brad is delightful,Janice is zealous,0,Brad is delightful and Janice is zealous, Megan is not alive
,,0,glenn created a dazzling work of art and glenn created a polite work of art,roberta didn t create a dazzling work of art
,,1,megan spent all my money and megan brought me out of herbert s house,megan didn t spend all my money
Joanna is victorious,Pamela is polite,0,Joanna is victorious and Pamela is polite, Katherine is not poor
,,0,vera created a polite work of art and vera created a black work of art,cathy didn t create a polite work of art
,,1,ralph lost rosemary s lemon car and ralph wore a yellow hat,ralph didn t wear a yellow hat
,,0,Leona saw Frances driving a purple bicycle,Leona didn't saw Frances driving Ruth's new Tesla Roadster
Ramona is kind,Milton is eager,1,Ramona is kind and Milton is eager, Ramona is not kind
,,0,Vicki saw a boy driving Kristy's new Tesla Roadster,Vicki didn't saw a boy driving an electric black bicycle
,,0,corey forgot about morris s hobby and corey held her close,corey didn t bet on the green car
Cheryl is kind,Cathy is poor,0,Cheryl is kind and Cathy is poor, Cheryl is not poor
Allen is agreeable,Amelia is gifted,0,Allen is agreeable and Amelia is gifted, Allen is not gifted
,,0,mattie created a yellow work of art and mattie created a short work of art,jacqueline didn t create a yellow work of art
Candace is lively,Bob is better,0,Candace is lively and Bob is better, Candace is not better
,,1,casey went to vaslui and andre went to vaslui,andre didn t go to vaslui
,,1,toni spent all my money and toni found jesus,toni didn t spend all my money
,,1,jordan created a zealous work of art and jordan created a better work of art,jordan didn t create a zealous work of art
,,0,crystal created an embarrassed work of art and crystal created a scary work of art,opal didn t create an embarrassed work of art
,,0,peggy created a flabby work of art and peggy created a fancy work of art,marian didn t create a fancy work of art
,,0,joe has visited lugoj and joe has visited slobozia,alexander didn t visit slobozia
,,0,carmen created a proud work of art and carmen created a salmon work of art,carmen didn t create a delightful work of art
Dolores is happy,Jean is victorious,0,Dolores is happy and Jean is victorious, Joann is wrong
,,1,priscilla created a fierce work of art and priscilla created a black work of art,priscilla didn t create a fierce work of art
Cecilia is agreeable,Eduardo is better,0,Cecilia is agreeable and Eduardo is better, Eduardo is not agreeable
,,0,priscilla has traveled to oradea and walter has traveled to oradea,priscilla didn t travel to baia mare
Valerie is uninterested,Lisa is better,1,Valerie is uninterested and Lisa is better, Lisa is not better
Minnie is vast,Louis is vast,1,Minnie is vast and Louis is vast, Louis is not vast
,,1,kristin went to bucharest and kristin went to lugoj,kristin didn t go to bucharest
,,0,aaron has traveled to mangalia and aaron has traveled to reghin,aaron didn t travel to dej
Jamie is victorious,Sue is mushy,0,Jamie is victorious and Sue is mushy, Sue is not victorious
,,0,terrance has visited tulcea and ivan has visited tulcea,judy didn t visit tulcea
,,1,"Charles, who is a accountant, saw the city mayor",Charles didn't saw the city mayor
Melinda is poor,Joann is vast,1,Melinda is poor and Joann is vast, Joann is not vast
,,1,"Kathryn, who is a doctor, visit Stacy",Kathryn didn't visit Stacy
,,0,tony created an ashy work of art and tony created a rich work of art,tony didn t create an easy work of art
Fernando is silly,Brittany is easy,0,Fernando is silly and Brittany is easy, Fernando is not easy
,,0,geraldine went to mangalia and tracy went to mangalia,tracy didn t go to bucharest
,,1,cecilia has visited slobozia and cecilia has visited arad,cecilia didn t visit arad
Candace is proud,Troy is careful,0,Candace is proud and Troy is careful, Troy is not proud
,,1,elaine created a panicky work of art and elaine created a flabby work of art,elaine didn t create a panicky work of art
,,0,"Marguerite, who is a cashier, visit Ricardo","Marguerite, who is a cleaner, didn't visit Ricardo"
Adrian is helpful,Kathleen is hallowed,1,Adrian is helpful and Kathleen is hallowed, Kathleen is not hallowed
,,1,"David, who is a pilot, bought a pizza",David isn't a pilot
,,0,gina created a black work of art and gina created a clumsy work of art,marcus didn t create a black work of art
,,1,"Calvin, who is a doctor, bought a Chilean wine",Calvin isn't a doctor
,,0,allan created a grumpy work of art and allan created a faithful work of art,allan didn t create an uninterested work of art
,,1,tracey created a long work of art and tracey created a thoughtless work of art,tracey didn t create a long work of art
Duane is ambitious,Patrick is delightful,0,Duane is ambitious and Patrick is delightful, Miriam is not mushy
,,0,ted created a shy work of art and ted created a polite work of art,amy didn t create a polite work of art
,,1,george created a dead work of art and george created a helpless work of art,george didn t create a dead work of art
Faye is brave,Joe is lively,1,Faye is brave and Joe is lively, Faye is not brave
,,0,"Monique, who is a painter, bought the new Marvel movie from the Russo Brothers","Monique, Jamie's mother, didn't buy the new Marvel movie from the Russo Brothers"
,,1,alison has traveled to slobozia and clifton has traveled to slobozia,alison didn t travel to slobozia
,,0,beulah knew about us and beulah hit me,jamie didn t know about us
Robert is brave,Wallace is brave,0,Robert is brave and Wallace is brave, Kristine is not famous
,,0,"Karen, who is a journalist, visit Patrick","Karen, who is a doctor, didn't visit Patrick"
,,1,lonnie created a fit work of art and lonnie created an ugly work of art,lonnie didn t create a fit work of art
,,0,"Katie, who is a secretary, saw the accident","Katie, who is a engineer, didn't saw the accident"
,,0,raul put cindy in charge and raul kept saying this was crazy,fred didn t keep saying this was crazy
,,0,agnes went to bucharest and agnes went to timisoara,agnes didn t go to cluj napoca
,,0,seth bought a watch and seth caught a green fish,alvin didn t catch a green fish
,,0,donald ate it all and donald told me everything,terrance didn t eat it all
,,0,melanie has traveled to mangalia and bertha has traveled to mangalia,melanie didn t travel to slobozia
,,1,Alicia saw a girl running from a yellow car,Alicia didn't saw a girl running
,,1,gregory went to craiova and gregory went to hunedoara,gregory didn t go to hunedoara
,,0,"Maria, who is a tailor, saw the new Tesla Roadster","Maria, who is a hairdresser, didn't saw the new Tesla Roadster"
,,0,lorraine created a grumpy work of art and lorraine created a witty work of art,lorraine didn t create a worried work of art
,,0,darryl created a jolly work of art and darryl created an inexpensive work of art,juan didn t create a jolly work of art
,,0,Kelly saw a girl running from a icy car,Kelly didn't saw a girl running from a black bus with a new engine
Edwin is inexpensive,Tyler is wrong,1,Edwin is inexpensive and Tyler is wrong, Tyler is not wrong
,,0,"Dwayne, who is a cleaner, saw the car crash","Dwayne, Harold's father, didn't saw the car crash"
,,1,jose went to arad and justin went to arad,justin didn t go to arad
,,0,charlie went to tulcea and clyde went to tulcea,charlie didn t go to tulcea
,,0,melody created a delightful work of art and melody created a faithful work of art,melody didn t create a victorious work of art
Edward is famous,Beulah is wrong,1,Edward is famous and Beulah is wrong, Beulah is not wrong
,,0,samuel has traveled to cluj napoca and dana has traveled to cluj napoca,natalie didn t travel to cluj napoca
,,1,Derek saw a girl driving an electric white bicycle,Derek didn't saw a girl driving
,,0,kayla began screaming and kayla bought a red bicycle,hector didn t buy a red bicycle
Roberto is clever,Ray is careful,1,Roberto is clever and Ray is careful, Ray is not careful
,,1,"Andy, who is a fireman, visit Ben",Andy didn't visit Ben
,,1,"Vicki, who is a pilot, saw the city mayor",Vicki isn't a pilot
,,1,bertha created a grumpy work of art and bertha created a green work of art,bertha didn t create a grumpy work of art
Isabel is nice,Richard is silly,1,Isabel is nice and Richard is silly, Isabel is not nice
,,1,jonathan went to blaj and lonnie went to blaj,lonnie didn t go to blaj
Deanna is aggressive,Harvey is uninterested,0,Deanna is aggressive and Harvey is uninterested, Harvey is not aggressive
,,1,bernice found thisme and bernice got me lying,bernice didn t get me lying
,,1,ron went to turda and ron went to arad,ron didn t go to turda
,,1,"Salvador, who is a cop, bought a japanese novel",Salvador isn't a cop
,,0,ken created an alive work of art and ken created a polite work of art,ken didn t create a powerful work of art
,,1,"Verna, who is a accountant, bought a japanese novel",Verna isn't a accountant
,,1,gladys created an ambitious work of art and gladys created a gentle work of art,gladys didn t create an ambitious work of art
Nathaniel is nice,Priscilla is vast,0,Nathaniel is nice and Priscilla is vast, Nathaniel is not vast
,,0,irma created a famous work of art and irma created a gifted work of art,billy didn t create a famous work of art
Dawn is gentle,Antonio is kind,1,Dawn is gentle and Antonio is kind, Dawn is not gentle
,,0,martha went to slatina and alan went to slatina,marion didn t go to slatina
,,0,leonard created an easy work of art and leonard created a wonderful work of art,nina didn t create an easy work of art
Sandra is victorious,Joanne is silly,1,Sandra is victorious and Joanne is silly, Sandra is not victorious
,,0,gertrude created a handsome work of art and gertrude created a hallowed work of art,gertrude didn t create a jolly work of art
,,1,lisa went to hunedoara and virginia went to hunedoara,lisa didn t go to hunedoara
Dwight is eager,Bonnie is proud,0,Dwight is eager and Bonnie is proud, Hattie is not inexpensive
,,1,"Brad, who is a nurse, bought the new Marvel movie from the Russo Brothers",Brad didn't buy the new Marvel movie from the Russo Brothers
,,1,Tammy saw a girl driving Cody's bicycle,Tammy didn't saw a girl driving
,,1,roger went to dej and billie went to dej,roger didn t go to dej
Jamie is tender,Jason is famous,1,Jamie is tender and Jason is famous, Jason is not famous
,,0,"Priscilla, who is a carpenter, saw the new Tesla Roadster","Priscilla, who is a cashier, didn't saw the new Tesla Roadster"
,,1,ashley created a poor work of art and ashley created a glamorous work of art,ashley didn t create a poor work of art
Marcia is wrong,Roberta is tender,1,Marcia is wrong and Roberta is tender, Roberta is not tender
,,1,brenda bought a blue car and brenda broke the record,brenda didn t buy a blue car
,,0,kenneth created a gentle work of art and kenneth created a purple work of art,andy didn t create a gentle work of art
,,1,lucy heard thelma and lucy spoke to me,lucy didn t hear thelma
,,1,bernard created a green work of art and bernard created a gifted work of art,bernard didn t create a green work of art
,,0,"Kimberly, who is a nurse, bought a cup of coffee","Kimberly, Ronald's mother, didn't buy a cup of coffee"
,,1,"Terrence, who is a flight attendant, saw the new Tesla Roadster",Terrence isn't a flight attendant
,,0,geraldine burned judith s house and geraldine lent me nelson s black bicycle,jerome didn t burn judith s house
,,0,eddie created a silly work of art and eddie created a plump work of art,eddie didn t create an odd work of art
,,1,alex has visited oradea and alex has visited cluj napoca,alex didn t visit cluj napoca
,,0,russell has visited cluj napoca and russell has visited mangalia,russell didn t visit hunedoara
,,1,irene has traveled to giurgiu and irene has traveled to deva,irene didn t travel to deva
,,0,"Stacey, who is a nurse, saw the new Marvel movie from the Russo Brothers","Stacey, Margarita's mother, didn't saw the new Marvel movie from the Russo Brothers"
,,1,monica sold lillie s house and monica woke up,monica didn t wake up
,,1,duane threw everything out the window and duane bent the salmon rod,duane didn t throw everything out the window
,,1,esther brought me out of olga s house and esther woke up,esther didn t wake up
,,1,"Daryl, who is a receptionist, visit Billy",Daryl isn't a receptionist
,,0,juan slept for one day and juan hurt her,juan didn t feel an outsider
,,0,brandon forgave eduardo and brandon brought me out of nina s house,mabel didn t bring me out of nina s house
,,0,jeffrey created a dead work of art and jeffrey created a jealous work of art,jeffrey didn t create a green work of art
,,0,"Jan, who is a doctor, visit Gary","Jan, Nancy's mother, didn't visit Gary"
,,1,stanley went to vaslui and stanley went to timisoara,stanley didn t go to timisoara
,,0,"Isabel, who is a scientist, saw the accident","Isabel, who is a lawyer, didn't saw the accident"
,,1,shelly has traveled to dej and shelly has traveled to oradea,shelly didn t travel to oradea
,,0,"Monica, who is a cleaner, bought a cup of coffee","Monica, Courtney's mother, didn't buy a cup of coffee"
,,0,"Everett, who is a dentist, visit Jessie","Everett, Mary's father, didn't visit Jessie"
,,1,joseph created a beautiful work of art and joseph created a worried work of art,joseph didn t create a beautiful work of art
,,0,charles has visited cluj napoca and charles has visited slatina,charles didn t visit tulcea
Ruth is nice,Maria is agreeable,0,Ruth is nice and Maria is agreeable, Opal is not hallowed
,,0,zachary created an unkempt work of art and zachary created a red work of art,alex didn t create an unkempt work of art
Patricia is lively,Leslie is thankful,0,Patricia is lively and Leslie is thankful, Bobby is rich
,,0,shelley read a paper and shelley chose this soccer team,shelley wasn t the first in line
Agnes is obedient,Andrea is polite,0,Agnes is obedient and Andrea is polite, Johnny is rich
,,0,rosie created a famous work of art and rosie created a purple work of art,veronica didn t create a purple work of art
,,1,lisa created a thoughtless work of art and lisa created a calm work of art,lisa didn t create a thoughtless work of art
,,0,mike got me lying and mike did everything,colleen didn t do everything
,,1,melody created a kind work of art and melody created a chubby work of art,melody didn t create a kind work of art
Ben is nice,Shawn is careful,0,Ben is nice and Shawn is careful, Ben is not careful
,,0,"Ann, who is a painter, saw a blue plane","Ann, who is a carpenter, didn't saw a blue plane"
,,1,inez created an obnoxious work of art and inez created a skinny work of art,inez didn t create an obnoxious work of art
,,0,edwin has visited arad and edwin has visited bucharest,herman didn t visit bucharest
Ryan is poor,Belinda is careful,1,Ryan is poor and Belinda is careful, Belinda is not careful
,,1,penny went to hunedoara and fred went to hunedoara,penny didn t go to hunedoara
,,0,ben grew up in jail and ben met him,ben didn t hear barbara
,,1,jeffery created a lazy work of art and jeffery created a worried work of art,jeffery didn t create a lazy work of art
,,0,brad has traveled to dej and larry has traveled to dej,darrell didn t travel to dej
,,0,marcia was the first in line and marcia woke up,dustin didn t wake up
Lee is thankful,Rosie is agreeable,0,Lee is thankful and Rosie is agreeable, Kurt is alive
,,0,leon has visited baia mare and leon has visited slobozia,tyler didn t visit baia mare
,,0,sabrina went to slobozia and sabrina went to cluj napoca,faye didn t go to cluj napoca
,,0,jeremy created a grumpy work of art and jeremy created a fierce work of art,jeremy didn t create an important work of art
,,0,benjamin has visited cluj napoca and benjamin has visited baia mare,scott didn t visit baia mare
,,1,catherine blew it and catherine had it all,catherine didn t have it all
,,0,gilbert went to deva and gilbert went to blaj,gilbert didn t go to giurgiu
,,1,glenda created a rich work of art and glenda created a glamorous work of art,glenda didn t create a rich work of art
,,0,morris created an unsightly work of art and morris created a tender work of art,phillip didn t create an unsightly work of art
,,0,alvin created a happy work of art and alvin created a bald work of art,craig didn t create a happy work of art
,,0,albert bought a green car and albert made coffee,clarence didn t make coffee
,,1,daniel created a wrong work of art and daniel created a drab work of art,daniel didn t create a wrong work of art
,,1,"Martha, who is a plumber, visit Norman",Martha isn't a plumber
Ronnie is faithful,Betty is aggressive,1,Ronnie is faithful and Betty is aggressive, Ronnie is not faithful
,,1,bobby went to turda and bobby was a zealous person,bobby wasn t a zealous person
,,1,"Verna, who is a musician, visit Bobby",Verna didn't visit Bobby
,,0,sabrina hurt me and sabrina made coffee,clifford didn t make coffee
Isaac is calm,Jerome is easy,0,Isaac is calm and Jerome is easy, Jerome is not calm
Margarita is polite,Vickie is inexpensive,0,Margarita is polite and Vickie is inexpensive, Margarita is not inexpensive
,,1,ada went to vaslui and aaron went to vaslui,ada didn t go to vaslui
,,0,tracy created a short work of art and tracy created an inexpensive work of art,brittany didn t create a short work of art
Shannon is polite,Samuel is polite,1,Shannon is polite and Samuel is polite, Shannon is not polite
,,1,monica went to vaslui and monica went to oradea,monica didn t go to oradea
,,0,iris has visited giurgiu and iris has visited bucharest,iris didn t visit vaslui
,,1,rafael put lorraine in charge and rafael grew up in jail,rafael didn t grow up in jail
,,0,Chad saw a boy driving a icy car,Chad didn't saw a boy driving an electric lemon bicycle
Mae is ambitious,Patricia is hallowed,0,Mae is ambitious and Patricia is hallowed, Mae is not hallowed
,,0,tim shut the door down and tim gave gladys a white bicycle,yolanda didn t give gladys a white bicycle
Isaac is vast,Charlotte is better,1,Isaac is vast and Charlotte is better, Charlotte is not better
,,1,rosie has traveled to reghin and rosie has traveled to slatina,rosie didn t travel to slatina
Lawrence is silly,Monique is agreeable,0,Lawrence is silly and Monique is agreeable, Cora is clever
,,0,corey created a grumpy work of art and corey created a thankful work of art,herbert didn t create a thankful work of art
,,1,adrian created a thankful work of art and adrian created a skinny work of art,adrian didn t create a thankful work of art
,,1,bob went to lugoj and bob went to hunedoara,bob didn t go to lugoj
,,1,lloyd lost the gray car in blaj and lloyd said funny things,lloyd didn t say funny things
,,1,"Misty, who is a flight attendant, bought a pizza",Misty didn't buy a pizza
,,0,shane created an alive work of art and shane created a better work of art,mark didn t create an alive work of art
,,1,jaime has visited oradea and ida has visited oradea,jaime didn t visit oradea
,,0,jim has visited deva and emily has visited deva,jim didn t visit giurgiu
,,0,ernest created a kind work of art and ernest created a chubby work of art,regina didn t create a kind work of art
,,0,perry has visited giurgiu and perry has visited arad,jeanette didn t visit arad
,,0,"Theodore, who is a accountant, bought a pizza","Theodore, Velma's father, didn't buy a pizza"
,,1,"Peter, who is a receptionist, visit Judith",Peter isn't a receptionist
,,1,Marlene saw Bob running from Brent's car,Marlene didn't saw Bob running
,,1,sally sat on the chair and sally cut my hair,sally didn t sit on the chair
Lawrence is victorious,Lillian is helpful,0,Lawrence is victorious and Lillian is helpful, Lawrence is not helpful
,,0,regina has traveled to mangalia and regina has traveled to bucharest,regina didn t travel to turda
,,1,allen showed my new photos and allen heard sylvia,allen didn t show my new photos
,,1,maureen created a mealy work of art and maureen created a lazy work of art,maureen didn t create a mealy work of art
,,0,rachel went to tulcea and enrique went to tulcea,rachel didn t go to cluj napoca
,,1,"Herbert, who is a fireman, saw the accident",Herbert isn't a fireman
,,1,carl created a thankful work of art and carl created a defeated work of art,carl didn t create a thankful work of art
,,1,sean created a witty work of art and sean created a panicky work of art,sean didn t create a witty work of art
Edwin is kind,Roy is vast,0,Edwin is kind and Roy is vast, Roy is not kind
Michelle is rich,Kelly is vast,1,Michelle is rich and Kelly is vast, Kelly is not vast
Rosa is brave,Charlotte is delightful,0,Rosa is brave and Charlotte is delightful, Vera is not shy
Ernest is mealy,Jimmie is clever,1,Ernest is mealy and Jimmie is clever, Jimmie is not clever
,,0,natalie created a dazzling work of art and natalie created a rich work of art,natalie didn t create an angry work of art
,,0,eleanor went to craiova and arnold went to craiova,arnold didn t go to tulcea
,,1,"Pearl, who is a journalist, bought a Chilean wine",Pearl isn't a journalist
,,1,kurt has traveled to oradea and minnie has traveled to oradea,minnie didn t travel to oradea
,,1,eduardo went to blaj and eduardo went to giurgiu,eduardo didn t go to blaj
,,1,brent laid his hands on him and brent felt a strange,brent didn t feel a strange
,,0,ada created an inexpensive work of art and ada created an aggressive work of art,leon didn t create an inexpensive work of art
,,0,myrtle spent all my money and myrtle grew up,margie didn t grow up
,,1,tim went to timisoara and harvey went to timisoara,harvey didn t go to timisoara
,,1,gertrude has visited slatina and charles has visited slatina,gertrude didn t visit slatina
Alma is vast,Greg is unimportant,1,Alma is vast and Greg is unimportant, Greg is not unimportant
,,0,kim went to oradea and travis went to oradea,wayne didn t go to oradea
,,0,johnny went to deva and johnny went to slobozia,jeffrey didn t go to slobozia
,,0,tonya created a white work of art and tonya created a fancy work of art,tonya didn t create an uptight work of art
,,1,phillip paid her and phillip spent all my money,phillip didn t pay her
,,0,joan created a pitiful work of art and joan created a victorious work of art,beulah didn t create a victorious work of art
,,0,jan stood up to bobby and jan bought a watch,kelly didn t stand up to bobby
,,1,dana was a fan of tyrone s work and dana put inez in charge,dana didn t put inez in charge
Henry is eager,Wallace is faithful,0,Henry is eager and Wallace is faithful, Lillie is vast
,,1,lynda has traveled to lugoj and naomi has traveled to lugoj,naomi didn t travel to lugoj
Gilbert is wonderful,Amber is careful,0,Gilbert is wonderful and Amber is careful, Gilbert is not careful
,,1,hilda created an itchy work of art and hilda created a drab work of art,hilda didn t create an itchy work of art
,,1,curtis kept the game alive and curtis read the book about spiders,curtis didn t keep the game alive
,,1,Ralph saw a boy running from a blue car,Ralph didn't saw a boy running
,,1,bernard created a skinny work of art and bernard created an unkempt work of art,bernard didn t create a skinny work of art
,,1,timothy created a short work of art and timothy created a gray work of art,timothy didn t create a short work of art
,,1,felix created an obedient work of art and felix created an elegant work of art,felix didn t create an obedient work of art
,,1,stephen created a panicky work of art and stephen created an agreeable work of art,stephen didn t create a panicky work of art
Cecil is jolly,Benjamin is zealous,1,Cecil is jolly and Benjamin is zealous, Cecil is not jolly
,,0,chester has traveled to cluj napoca and chester has traveled to giurgiu,chester didn t travel to craiova
,,1,Rachel saw a girl running from Roberta's car,Rachel didn't saw a girl running
,,1,"Cheryl, who is a musician, visit Alma",Cheryl isn't a musician
Juan is hallowed,Janet is clever,1,Juan is hallowed and Janet is clever, Janet is not clever
,,1,hattie has traveled to cluj napoca and hattie has traveled to dej,hattie didn t travel to dej
Leslie is victorious,Daniel is gentle,0,Leslie is victorious and Daniel is gentle, Juana is easy
,,1,daisy has traveled to turda and daisy has traveled to deva,daisy didn t travel to deva
,,0,johnny put the phone down and johnny grew up,jamie didn t grow up
,,0,charles has visited tulcea and myrtle has visited tulcea,randy didn t visit tulcea
,,1,norma has visited blaj and norma has visited bucharest,norma didn t visit blaj
,,1,alma said funny things and alma lost tyrone s mango car,alma didn t say funny things
,,1,"Yvette, who is a painter, saw the new Marvel movie from the Russo Brothers",Yvette isn't a painter
,,1,"Curtis, who is a vet, visit Juan",Curtis didn't visit Juan
,,0,bryan created a dead work of art and bryan created a skinny work of art,terrence didn t create a skinny work of art
,,0,ralph has traveled to baia mare and christian has traveled to baia mare,ralph didn t travel to craiova
,,0,april met him and april ate a pizza,aaron didn t eat a pizza
,,1,leah has traveled to reghin and leah has traveled to oradea,leah didn t travel to reghin
,,1,edith bet on the game and edith sat on the mat,edith didn t bet on the game
,,1,jeff created a white work of art and jeff created an unkempt work of art,jeff didn t create a white work of art
,,1,stephen created a white work of art and stephen created a red work of art,stephen didn t create a white work of art
,,0,"Lillie, who is a butcher, visit Ron","Lillie, who is a electrician, didn't visit Ron"
Jared is shy,Rick is poor,1,Jared is shy and Rick is poor, Rick is not poor
Brad is witty,Jamie is vast,0,Brad is witty and Jamie is vast, Jamie is not witty
,,1,clarence has visited cluj napoca and clarence has visited timisoara,clarence didn t visit cluj napoca
,,1,luis created an unimportant work of art and luis created an obedient work of art,luis didn t create an unimportant work of art
,,1,Charlene saw a girl driving a gray bicycle,Charlene didn't saw a girl driving
Lauren is gifted,Ramona is uninterested,1,Lauren is gifted and Ramona is uninterested, Ramona is not uninterested
,,1,doris caught a purple fish and doris laid his hands on him,doris didn t lay his hands on him
,,0,"Henry, who is a carpenter, saw a dog chasing a cat","Henry, Amber's father, didn't saw a dog chasing a cat"
,,1,Ricky saw Kathy driving in Timisoara,Ricky didn't saw Kathy driving
Wallace is zealous,Roger is happy,0,Wallace is zealous and Roger is happy, Jared is not poor
,,0,"Sherri, who is a receptionist, saw the car crash","Sherri, who is a painter, didn't saw the car crash"
,,1,lisa slept the night and lisa was a witty person,lisa didn t sleep the night
Mark is proud,Velma is mushy,0,Mark is proud and Velma is mushy, Mark is not mushy
,,1,"Genevieve, who is a builder, saw a strange add",Genevieve didn't saw a strange add
,,1,dwight created a victorious work of art and dwight created a blue work of art,dwight didn t create a victorious work of art
,,0,alberta has visited bucharest and alberta has visited turda,alberta didn t visit blaj
,,1,joann created a clumsy work of art and joann created a proud work of art,joann didn t create a clumsy work of art
Elaine is odd,Lee is important,1,Elaine is odd and Lee is important, Lee is not important
,,0,"Ricky, who is a nurse, visit Annie","Ricky, who is a flight attendant, didn't visit Annie"
,,1,"Minnie, who is a baker, visit Jodi",Minnie isn't a baker
,,1,angela went to baia mare and angela went to mangalia,angela didn t go to mangalia
,,0,billy created a short work of art and billy created an embarrassed work of art,beverly didn t create an embarrassed work of art
,,0,Dean saw a girl driving a gray bicycle,Dean didn't saw a girl driving Salvador's bicycle
Seth is victorious,Gwendolyn is wrong,0,Seth is victorious and Gwendolyn is wrong, Seth is not wrong
,,1,charles has visited craiova and alicia has visited craiova,charles didn t visit craiova
,,0,joel spoke to me and joel forgave priscilla,joel didn t begin screaming
Heather is agreeable,Ramona is nice,1,Heather is agreeable and Ramona is nice, Heather is not agreeable
Kristine is mushy,Joann is mealy,1,Kristine is mushy and Joann is mealy, Joann is not mealy
,,1,"Darlene, who is a tailor, bought a cup of coffee",Darlene isn't a tailor
Lawrence is alive,Glenn is tender,1,Lawrence is alive and Glenn is tender, Glenn is not tender
,,0,mae showed dustin s old photos and mae went to bucharest,felix didn t show dustin s old photos
Bob is polite,Donna is wonderful,1,Bob is polite and Donna is wonderful, Bob is not polite
,,0,george created a fancy work of art and george created a nice work of art,glenn didn t create a nice work of art
George is silly,Terri is eager,1,George is silly and Terri is eager, George is not silly
Shane is thankful,Joan is aggressive,1,Shane is thankful and Joan is aggressive, Shane is not thankful
,,1,"Lillie, who is a secretary, visit Johnny",Lillie didn't visit Johnny
Sheryl is thankful,Benjamin is important,0,Sheryl is thankful and Benjamin is important, Sheryl is not important
,,1,jeff created a mealy work of art and jeff created an obedient work of art,jeff didn t create a mealy work of art
,,1,dave created a lively work of art and dave created an obnoxious work of art,dave didn t create a lively work of art
,,1,Rodney saw a girl driving a gray bicycle,Rodney didn't saw a girl driving
Violet is calm,Donna is aggressive,0,Violet is calm and Donna is aggressive, Stella is not dead
,,1,travis has visited slobozia and travis has visited blaj,travis didn t visit slobozia
,,1,lillian created a bald work of art and lillian created a plain work of art,lillian didn t create a bald work of art
Jacqueline is shy,Evelyn is mushy,1,Jacqueline is shy and Evelyn is mushy, Evelyn is not mushy
,,1,"Norman, who is a builder, bought a cup of coffee",Norman isn't a builder
,,1,"Diana, who is a dentist, saw a blue plane",Diana didn't saw a blue plane
,,1,anna created a bewildered work of art and anna created an ambitious work of art,anna didn t create a bewildered work of art
,,0,wallace sat on the floor and wallace woke up,wallace didn t ring from me
,,1,bryan has visited baia mare and bryan has visited bucharest,bryan didn t visit baia mare
Lester is wrong,Kristy is gifted,1,Lester is wrong and Kristy is gifted, Kristy is not gifted
,,1,clara heard my voice and clara grew up,clara didn t grow up
,,1,"Kristi, who is a technician, bought the new Marvel movie from the Russo Brothers",Kristi didn't buy the new Marvel movie from the Russo Brothers
Inez is wonderful,Kent is clever,0,Inez is wonderful and Kent is clever, Inez is not clever
,,0,stella created a defeated work of art and stella created a clever work of art,jessie didn t create a defeated work of art
Phillip is hallowed,Barbara is inexpensive,1,Phillip is hallowed and Barbara is inexpensive, Barbara is not inexpensive
,,1,ida created an unkempt work of art and ida created a zealous work of art,ida didn t create an unkempt work of art
,,0,"James, who is a cop, visit Lena","James, Bobbie's father, didn't visit Lena"
,,1,rhonda went to giurgiu and brittany went to giurgiu,rhonda didn t go to giurgiu
,,0,joy has traveled to vaslui and daryl has traveled to vaslui,joy didn t travel to turda
,,1,Kristin saw a boy driving a purple bicycle,Kristin didn't saw a boy driving
,,1,william created a tender work of art and william created a bewildered work of art,william didn t create a tender work of art
,,0,rafael chose this soccer team and rafael ate a steak,rafael didn t win the game
,,1,cora created a pitiful work of art and cora created a green work of art,cora didn t create a pitiful work of art
,,0,stephen broke the rules and stephen stood in front of the crowd,kim didn t stand in front of the crowd
,,1,carla flew to deva and carla hurt me,carla didn t fly to deva
,,1,"Philip, who is a barber, saw a blue plane",Philip didn't saw a blue plane
,,1,rosemary has visited vaslui and cecil has visited vaslui,rosemary didn t visit vaslui
Harry is jolly,Jeanette is aggressive,0,Harry is jolly and Jeanette is aggressive, Cathy is not mushy
,,1,christian sold kristine s house and christian shut the door down,christian didn t shut the door down
,,1,"Adrian, who is a butcher, saw a dog chasing a cat",Adrian isn't a butcher
,,0,kimberly shut the door down and kimberly ran from me,gladys didn t shut the door down
,,1,verna created a worried work of art and verna created a faithful work of art,verna didn t create a worried work of art
,,1,claudia has traveled to mangalia and claudia has traveled to slobozia,claudia didn t travel to mangalia
,,0,lydia built an airplane and lydia chose to live in lugoj,lydia didn t hurt me
,,1,"Stacy, who is a painter, saw a dog chasing a cat",Stacy isn't a painter
,,1,janie saw michele and janie burned the flag,janie didn t burn the flag
